all_agree_true_count,claim_disagreement_count,claim_disagreement_type,claim_key,claim_source,claude_dir,claude_dir_set,consensus_confidence,consensus_data_source,consensus_effect_pct,consensus_notes,consensus_support,construct_drift_count,construct_drift_flags,cross_model_direction_agreement,cross_model_direction_set,cross_model_support_n,drift_arm_mismatch,drift_concentration_vs_content,drift_figure_only_target,drift_pooled_vs_subgroup_mismatch,drift_timepoint_mismatch,drift_tissue_mismatch,element,element_mismatch_flag,gemini_dir,gemini_dir_set,has_factorial_structure,has_n,has_tc_confusion,has_variance,high_disagreement_flag,initial_label,is_control_paper,kimi_dir,kimi_dir_set,label_confidence,label_rationale,pairwise_all_agree_rate_claim,pairwise_claim_available,pairwise_element,pairwise_relaxed_claude_dir_set,pairwise_relaxed_gemini_dir_set,pairwise_relaxed_kimi_dir_set,pairwise_relaxed_row_count,pairwise_relaxed_support_n,pairwise_relaxed_tissues,pairwise_row_count,pairwise_tissue,paper_agreement_fraction,paper_direction_agreement_rate,paper_id,paper_pairwise_all_agree_rate,paper_recon_warning_count,paper_recon_warnings,paper_root_cause,paper_root_cause_confidence,paper_root_cause_note,profile_benchmark_comparability,profile_benchmark_comparability_band,profile_construct_drift,profile_construct_drift_band,profile_cross_model_concordance,profile_cross_model_concordance_band,profile_numeric_grounding,profile_numeric_grounding_band,profile_overall_score,profile_structural_risk,profile_structural_risk_band,profile_within_paper_support,profile_within_paper_support_band,report_abstract_mentions_n,report_alignment_artifact,report_available,report_averaging_conflict,report_channel_count,report_channel_weight_abstract,report_channel_weight_conclusion,report_channel_weight_figure,report_channel_weight_results_text,report_channel_weight_table,report_channel_weighted_support,report_conclusion_mentions_n,report_coverage_limitation,report_explicit_ai_error,report_factorial_arm_selection_issue,report_factorial_conflict,report_figure_digitization_limit,report_figure_mentions_n,report_gt_issue,report_match_summary_text,report_mentions_abstract,report_mentions_conclusion,report_mentions_figure_evidence,report_mentions_gt_crosscheck,report_mentions_results_text,report_mentions_table_evidence,report_no_concentration_data,report_overall_excellent,report_overall_partial,report_overall_rating_text,report_path,report_results_mentions_n,report_status_skip,report_status_text,report_table_mentions_n,report_timepoint_conflict,report_treatment_arm_confusion,report_wrong_tissue,report_zero_match,risk_flag_count,risk_flags,swap_risk_flag,tissue,warning_averaging_risk,warning_factorial_risk,warning_figure_only_risk,warning_multi_condition_risk,warning_sparse_recon_risk,warning_tc_confusion_risk,warning_timepoint_risk
0,1,claude_only,002_Ziska_1997::Ca::grain,consensus_observation,decrease,"[""decrease""]",high,Table 4,0.0,Models agree (diff=0.0%),2,0,[],True,"[""decrease""]",2,False,False,False,False,False,False,Ca,True,decrease,"[""decrease""]",True,True,True,False,True,likely_alignment_or_structure_problem,False,,[],medium,"Paper-level disagreement, swap risk, or element mismatch suggests structure/matching trouble.",0.0,True,Ca,"[""decrease""]","[""decrease""]",[],1,2,"[""grain""]",1,grain,0.3333,0.6667,002_Ziska_1997,0.0,6,"[""This paper focuses on growth/yield, not mineral concentrations - may not contain target data"", ""Paper has 3 CO2 levels (ambient, ambient+200, ambient+300) - need to identify which is treatment"", ""Temperature is a second factor that could confound CO2 effects"", ""Only grain quality data (Ca, K, protein, amylose) found - no vegetative tissue minerals"", ""Grain quality data shows decreasing trends with CO2 which is opposite to expected dilution effect"", ""Two growing seasons (wet/dry) may have different responses""]",,,,3,high,0,low,1,low,2,medium,8,1,medium,3,high,0,False,True,False,3,0,1,1,2,3,7,2,False,False,False,True,False,0,False,"2/2 GT rows matched, MAE = 4.1%",False,True,True,True,True,True,False,False,False,,C:\Users\moshe\Dropbox\Testing metaanalyis program\meta_analysis_extractor\output\loladze_combined_51\per_paper\002_Ziska_1997_report.md,0,False,,32,False,False,False,False,7,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_element_mismatch"", ""paper_high_disagreement"", ""partial_model_support"", ""tc_confusion""]",False,grain,False,True,False,False,False,True,False
0,1,claude_only,002_Ziska_1997::K::grain,consensus_observation,decrease,"[""decrease""]",high,Table 4,-8.33333333333333,Models agree (diff=0.0%),2,0,[],True,"[""decrease""]",2,False,False,False,False,False,False,K,True,decrease,"[""decrease""]",True,True,True,False,True,likely_alignment_or_structure_problem,False,,[],medium,"Paper-level disagreement, swap risk, or element mismatch suggests structure/matching trouble.",0.0,True,K,"[""decrease""]","[""decrease""]",[],1,2,"[""grain""]",1,grain,0.3333,0.6667,002_Ziska_1997,0.0,6,"[""This paper focuses on growth/yield, not mineral concentrations - may not contain target data"", ""Paper has 3 CO2 levels (ambient, ambient+200, ambient+300) - need to identify which is treatment"", ""Temperature is a second factor that could confound CO2 effects"", ""Only grain quality data (Ca, K, protein, amylose) found - no vegetative tissue minerals"", ""Grain quality data shows decreasing trends with CO2 which is opposite to expected dilution effect"", ""Two growing seasons (wet/dry) may have different responses""]",,,,3,high,0,low,1,low,2,medium,8,1,medium,3,high,0,False,True,False,3,0,1,1,2,3,7,2,False,False,False,True,False,0,False,"2/2 GT rows matched, MAE = 4.1%",False,True,True,True,True,True,False,False,False,,C:\Users\moshe\Dropbox\Testing metaanalyis program\meta_analysis_extractor\output\loladze_combined_51\per_paper\002_Ziska_1997_report.md,0,False,,32,False,False,False,False,7,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_element_mismatch"", ""paper_high_disagreement"", ""partial_model_support"", ""tc_confusion""]",False,grain,False,True,False,False,False,True,False
0,4,kimi_only;kimi_only;kimi_only;kimi_only,002_Ziska_1997::N::grain,disagreement_only,,[],low,Table 4,0.9999999999999963,Protein used as proxy for N concentration; data represents main effect of CO2 averaged across both temperature regimes; variance not reported in table,0,0,[],False,"[""decrease"", ""increase""]",2,False,False,False,False,False,False,N,True,decrease,"[""decrease""]",True,True,True,False,True,likely_alignment_or_structure_problem,False,increase,"[""increase""]",medium,Claim notes indicate averaging or proxy use across non-target design dimensions.,0.0,True,N,[],"[""decrease""]","[""increase""]",1,2,"[""grain""]",1,grain,0.3333,0.6667,002_Ziska_1997,0.0,6,"[""This paper focuses on growth/yield, not mineral concentrations - may not contain target data"", ""Paper has 3 CO2 levels (ambient, ambient+200, ambient+300) - need to identify which is treatment"", ""Temperature is a second factor that could confound CO2 effects"", ""Only grain quality data (Ca, K, protein, amylose) found - no vegetative tissue minerals"", ""Grain quality data shows decreasing trends with CO2 which is opposite to expected dilution effect"", ""Two growing seasons (wet/dry) may have different responses""]",,,,3,high,0,low,0,low,2,medium,7,1,medium,3,high,0,False,True,False,3,0,1,1,2,3,7,2,False,False,False,True,False,0,False,"2/2 GT rows matched, MAE = 4.1%",False,True,True,True,True,True,False,False,False,,C:\Users\moshe\Dropbox\Testing metaanalyis program\meta_analysis_extractor\output\loladze_combined_51\per_paper\002_Ziska_1997_report.md,0,False,,32,False,False,False,False,7,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_element_mismatch"", ""paper_high_disagreement"", ""partial_model_support"", ""tc_confusion""]",False,grain,False,True,False,False,False,True,False
0,4,kimi_only;kimi_only;kimi_only;kimi_only,003_Baslam_2012::C::leaf,consensus_observation,,[],high,Table 2,-10.788381742738594,Models agree (diff=0.0%),2,0,[],True,"[""increase""]",1,False,False,False,False,False,False,C,True,increase,"[""increase""]",False,True,False,True,True,likely_alignment_or_structure_problem,False,,[],medium,"Paper-level disagreement, swap risk, or element mismatch suggests structure/matching trouble.",0.0,True,C,[],"[""increase""]","[""increase"", ""no-change""]",3,2,"[""inner leaves"", ""leaf"", ""outer leaves""]",1,leaf,0.5,0.75,003_Baslam_2012,0.0,1,"[""Recon error: 'list' object has no attribute 'get'""]",,,,3,high,0,low,0,low,3,high,7,2,high,3,high,0,False,True,False,1,0,0,0,0,3,3,0,False,True,False,True,False,0,True,"18/20 GT rows matched (capture rate: 90%), MAE = 1.04%",False,False,False,True,False,True,False,False,False,,C:\Users\moshe\Dropbox\Testing metaanalyis program\meta_analysis_extractor\output\loladze_combined_51\per_paper\003_Baslam_2012_report.md,0,False,,8,False,False,False,False,6,"[""disagreement_present"", ""paper_element_mismatch"", ""paper_high_disagreement"", ""paper_swap_risk"", ""partial_model_support"", ""warning_sparse_recon_risk""]",True,leaf,False,False,False,False,True,False,False
0,4,kimi_only;kimi_only;kimi_only;kimi_only,003_Baslam_2012::Ca::leaf,consensus_observation,increase,"[""increase""]",high,Table 2,-30.769230769230777,Models agree (diff=0.0%),2,0,[],True,"[""increase""]",2,False,False,False,False,False,False,Ca,True,increase,"[""increase""]",False,True,False,True,True,likely_alignment_or_structure_problem,False,,[],medium,"Paper-level disagreement, swap risk, or element mismatch suggests structure/matching trouble.",0.0,True,Ca,"[""increase""]","[""increase""]","[""decrease"", ""increase""]",3,3,"[""inner leaves"", ""leaf"", ""outer leaves""]",1,leaf,0.5,0.75,003_Baslam_2012,0.0,1,"[""Recon error: 'list' object has no attribute 'get'""]",,,,3,high,0,low,0,low,3,high,7,2,high,3,high,0,False,True,False,1,0,0,0,0,3,3,0,False,True,False,True,False,0,True,"18/20 GT rows matched (capture rate: 90%), MAE = 1.04%",False,False,False,True,False,True,False,False,False,,C:\Users\moshe\Dropbox\Testing metaanalyis program\meta_analysis_extractor\output\loladze_combined_51\per_paper\003_Baslam_2012_report.md,0,False,,8,False,False,False,False,6,"[""disagreement_present"", ""paper_element_mismatch"", ""paper_high_disagreement"", ""paper_swap_risk"", ""partial_model_support"", ""warning_sparse_recon_risk""]",True,leaf,False,False,False,False,True,False,False
0,3,claude_only;kimi_only;kimi_only,003_Baslam_2012::Cu::leaf,consensus_observation,,[],high,Table 2,25.000000000000007,Models agree (diff=0.0%),2,0,[],True,"[""decrease""]",1,False,False,False,False,False,False,Cu,True,decrease,"[""decrease""]",False,True,False,True,True,likely_alignment_or_structure_problem,False,,[],medium,"Paper-level disagreement, swap risk, or element mismatch suggests structure/matching trouble.",0.0,True,Cu,[],"[""decrease""]","[""decrease""]",2,2,"[""inner leaves"", ""leaf""]",1,leaf,0.5,0.75,003_Baslam_2012,0.0,1,"[""Recon error: 'list' object has no attribute 'get'""]",,,,3,high,0,low,0,low,3,high,7,2,high,3,high,0,False,True,False,1,0,0,0,0,3,3,0,False,True,False,True,False,0,True,"18/20 GT rows matched (capture rate: 90%), MAE = 1.04%",False,False,False,True,False,True,False,False,False,,C:\Users\moshe\Dropbox\Testing metaanalyis program\meta_analysis_extractor\output\loladze_combined_51\per_paper\003_Baslam_2012_report.md,0,False,,8,False,False,False,False,6,"[""disagreement_present"", ""paper_element_mismatch"", ""paper_high_disagreement"", ""paper_swap_risk"", ""partial_model_support"", ""warning_sparse_recon_risk""]",True,leaf,False,False,False,False,True,False,False
0,4,kimi_only;kimi_only;kimi_only;kimi_only,003_Baslam_2012::Fe::leaf,consensus_observation,increase,"[""increase""]",high,Table 2,209.30232558139537,Models agree (diff=0.0%),2,0,[],True,"[""increase""]",2,False,False,False,False,False,False,Fe,True,increase,"[""increase""]",False,True,False,True,True,likely_alignment_or_structure_problem,False,,[],medium,"Paper-level disagreement, swap risk, or element mismatch suggests structure/matching trouble.",0.0,True,Fe,"[""increase""]","[""increase""]","[""increase""]",3,3,"[""inner leaves"", ""leaf"", ""outer leaves""]",1,leaf,0.5,0.75,003_Baslam_2012,0.0,1,"[""Recon error: 'list' object has no attribute 'get'""]",,,,3,high,0,low,0,low,3,high,7,2,high,3,high,0,False,True,False,1,0,0,0,0,3,3,0,False,True,False,True,False,0,True,"18/20 GT rows matched (capture rate: 90%), MAE = 1.04%",False,False,False,True,False,True,False,False,False,,C:\Users\moshe\Dropbox\Testing metaanalyis program\meta_analysis_extractor\output\loladze_combined_51\per_paper\003_Baslam_2012_report.md,0,False,,8,False,False,False,False,6,"[""disagreement_present"", ""paper_element_mismatch"", ""paper_high_disagreement"", ""paper_swap_risk"", ""partial_model_support"", ""warning_sparse_recon_risk""]",True,leaf,False,False,False,False,True,False,False
0,4,kimi_only;kimi_only;kimi_only;kimi_only,003_Baslam_2012::K::leaf,consensus_observation,increase,"[""increase""]",high,Table 2,-11.627906976744185,Models agree (diff=0.0%),2,0,[],True,"[""increase""]",2,False,False,False,False,False,False,K,True,increase,"[""increase""]",False,True,False,True,True,likely_alignment_or_structure_problem,False,,[],medium,"Paper-level disagreement, swap risk, or element mismatch suggests structure/matching trouble.",0.0,True,K,"[""increase""]","[""increase""]","[""increase"", ""no-change""]",3,3,"[""inner leaves"", ""leaf"", ""outer leaves""]",1,leaf,0.5,0.75,003_Baslam_2012,0.0,1,"[""Recon error: 'list' object has no attribute 'get'""]",,,,3,high,0,low,0,low,3,high,7,2,high,3,high,0,False,True,False,1,0,0,0,0,3,3,0,False,True,False,True,False,0,True,"18/20 GT rows matched (capture rate: 90%), MAE = 1.04%",False,False,False,True,False,True,False,False,False,,C:\Users\moshe\Dropbox\Testing metaanalyis program\meta_analysis_extractor\output\loladze_combined_51\per_paper\003_Baslam_2012_report.md,0,False,,8,False,False,False,False,6,"[""disagreement_present"", ""paper_element_mismatch"", ""paper_high_disagreement"", ""paper_swap_risk"", ""partial_model_support"", ""warning_sparse_recon_risk""]",True,leaf,False,False,False,False,True,False,False
0,4,kimi_only;kimi_only;kimi_only;kimi_only,003_Baslam_2012::Mg::leaf,consensus_observation,increase,"[""increase""]",high,Table 2,-31.25,Models agree (diff=0.0%),2,0,[],False,"[""decrease"", ""increase""]",2,False,False,False,False,False,False,Mg,True,decrease,"[""decrease""]",False,True,False,True,True,likely_alignment_or_structure_problem,False,,[],medium,"Paper-level disagreement, swap risk, or element mismatch suggests structure/matching trouble.",0.0,True,Mg,"[""increase""]","[""decrease""]","[""decrease"", ""increase""]",3,3,"[""inner leaves"", ""leaf"", ""outer leaves""]",1,leaf,0.5,0.75,003_Baslam_2012,0.0,1,"[""Recon error: 'list' object has no attribute 'get'""]",,,,3,high,0,low,0,low,3,high,7,2,high,3,high,0,False,True,False,1,0,0,0,0,3,3,0,False,True,False,True,False,0,True,"18/20 GT rows matched (capture rate: 90%), MAE = 1.04%",False,False,False,True,False,True,False,False,False,,C:\Users\moshe\Dropbox\Testing metaanalyis program\meta_analysis_extractor\output\loladze_combined_51\per_paper\003_Baslam_2012_report.md,0,False,,8,False,False,False,False,6,"[""disagreement_present"", ""paper_element_mismatch"", ""paper_high_disagreement"", ""paper_swap_risk"", ""partial_model_support"", ""warning_sparse_recon_risk""]",True,leaf,False,False,False,False,True,False,False
0,4,kimi_only;kimi_only;kimi_only;kimi_only,003_Baslam_2012::Mn::leaf,consensus_observation,increase,"[""increase""]",high,Table 2,-38.01652892561983,Models agree (diff=0.0%),2,0,[],False,"[""increase"", ""no-change""]",2,False,False,False,False,False,False,Mn,True,no-change,"[""no-change""]",False,True,False,True,True,likely_alignment_or_structure_problem,False,,[],medium,"Paper-level disagreement, swap risk, or element mismatch suggests structure/matching trouble.",0.0,True,Mn,"[""increase""]","[""no-change""]","[""decrease"", ""increase""]",3,3,"[""inner leaves"", ""leaf"", ""outer leaves""]",1,leaf,0.5,0.75,003_Baslam_2012,0.0,1,"[""Recon error: 'list' object has no attribute 'get'""]",,,,3,high,0,low,0,low,3,high,7,2,high,3,high,0,False,True,False,1,0,0,0,0,3,3,0,False,True,False,True,False,0,True,"18/20 GT rows matched (capture rate: 90%), MAE = 1.04%",False,False,False,True,False,True,False,False,False,,C:\Users\moshe\Dropbox\Testing metaanalyis program\meta_analysis_extractor\output\loladze_combined_51\per_paper\003_Baslam_2012_report.md,0,False,,8,False,False,False,False,6,"[""disagreement_present"", ""paper_element_mismatch"", ""paper_high_disagreement"", ""paper_swap_risk"", ""partial_model_support"", ""warning_sparse_recon_risk""]",True,leaf,False,False,False,False,True,False,False
