row_id,topic,paper_id,title,authors,year,journal,doi,outcome,outcome_unit,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,sd_treatment,sd_control,se_treatment,se_control,treatment_description,control_description,confidence,source_type,table_or_figure,notes,moderators
legume_rotation::ABationo_2000_Rotation_and_nitrogen_fertilizer_effects::0,legume_rotation,ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,pearl millet grain yield,kg/ha,1070.0,680.0,57.4,4.0,4.0,,,,,,,"Cowpea-millet rotation, 0 kg N/ha","Continuous millet, 0 kg N/ha",medium,figure,Figure 1 (estimated from figure),"Data pooled over years 1989-1992. Text confirms 57% increase at 0N at Sadore. 4 replications per year, pooled across years. Design: RCBD split-plot, 50 m2 subplots.","{'mod_legume_species': 'cowpea', 'mod_subsequent_crop': 'pearl millet', 'mod_climate_zone': 'semi-arid', 'mod_country': 'Niger', 'mod_site': 'Sadore', 'mod_N_fertilizer_rate_kg_ha': 0.0, 'mod_irrigation': 'rainfed', 'mod_soil_type': 'sandy loam (Psammentic Paleustalf)', 'mod_residue_management': 'removed', 'mod_rotation_cycle_years': 2.0}"
legume_rotation::ABationo_2000_Rotation_and_nitrogen_fertilizer_effects::1,legume_rotation,ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,pearl millet grain yield,kg/ha,1050.0,780.0,34.6,4.0,4.0,,,,,,,"Cowpea-millet rotation, 15 kg N/ha","Continuous millet, 15 kg N/ha",medium,figure,Figure 1 (estimated from figure),Data pooled over years 1989-1992. Estimated from Figure 1.,"{'mod_legume_species': 'cowpea', 'mod_subsequent_crop': 'pearl millet', 'mod_climate_zone': 'semi-arid', 'mod_country': 'Niger', 'mod_site': 'Sadore', 'mod_N_fertilizer_rate_kg_ha': 15.0, 'mod_irrigation': 'rainfed', 'mod_soil_type': 'sandy loam (Psammentic Paleustalf)', 'mod_residue_management': 'removed', 'mod_rotation_cycle_years': 2.0}"
legume_rotation::ABationo_2000_Rotation_and_nitrogen_fertilizer_effects::2,legume_rotation,ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,pearl millet grain yield,kg/ha,1180.0,870.0,35.6,4.0,4.0,,,,,,,"Cowpea-millet rotation, 30 kg N/ha","Continuous millet, 30 kg N/ha",medium,figure,Figure 1 (estimated from figure),Data pooled over years 1989-1992. Estimated from Figure 1.,"{'mod_legume_species': 'cowpea', 'mod_subsequent_crop': 'pearl millet', 'mod_climate_zone': 'semi-arid', 'mod_country': 'Niger', 'mod_site': 'Sadore', 'mod_N_fertilizer_rate_kg_ha': 30.0, 'mod_irrigation': 'rainfed', 'mod_soil_type': 'sandy loam (Psammentic Paleustalf)', 'mod_residue_management': 'removed', 'mod_rotation_cycle_years': 2.0}"
legume_rotation::ABationo_2000_Rotation_and_nitrogen_fertilizer_effects::3,legume_rotation,ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,pearl millet grain yield,kg/ha,1250.0,950.0,31.6,4.0,4.0,,,,,,,"Cowpea-millet rotation, 45 kg N/ha","Continuous millet, 45 kg N/ha",medium,figure,Figure 1 (estimated from figure),Data pooled over years 1989-1992. Estimated from Figure 1.,"{'mod_legume_species': 'cowpea', 'mod_subsequent_crop': 'pearl millet', 'mod_climate_zone': 'semi-arid', 'mod_country': 'Niger', 'mod_site': 'Sadore', 'mod_N_fertilizer_rate_kg_ha': 45.0, 'mod_irrigation': 'rainfed', 'mod_soil_type': 'sandy loam (Psammentic Paleustalf)', 'mod_residue_management': 'removed', 'mod_rotation_cycle_years': 2.0}"
legume_rotation::ABationo_2000_Rotation_and_nitrogen_fertilizer_effects::4,legume_rotation,ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,pearl millet grain yield,kg/ha,820.0,680.0,20.6,4.0,4.0,,,,,,,"Groundnut-millet rotation, 0 kg N/ha","Continuous millet, 0 kg N/ha",medium,figure,Figure 1 (estimated from figure),Data pooled over years 1989-1992. Text confirms 20% increase at 0N at Sadore for groundnut-millet rotation.,"{'mod_legume_species': 'groundnut', 'mod_subsequent_crop': 'pearl millet', 'mod_climate_zone': 'semi-arid', 'mod_country': 'Niger', 'mod_site': 'Sadore', 'mod_N_fertilizer_rate_kg_ha': 0.0, 'mod_irrigation': 'rainfed', 'mod_soil_type': 'sandy loam (Psammentic Paleustalf)', 'mod_residue_management': 'removed', 'mod_rotation_cycle_years': 2.0}"
legume_rotation::ABationo_2000_Rotation_and_nitrogen_fertilizer_effects::5,legume_rotation,ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,pearl millet grain yield,kg/ha,960.0,780.0,23.1,4.0,4.0,,,,,,,"Groundnut-millet rotation, 15 kg N/ha","Continuous millet, 15 kg N/ha",medium,figure,Figure 1 (estimated from figure),Data pooled over years 1989-1992. Estimated from Figure 1.,"{'mod_legume_species': 'groundnut', 'mod_subsequent_crop': 'pearl millet', 'mod_climate_zone': 'semi-arid', 'mod_country': 'Niger', 'mod_site': 'Sadore', 'mod_N_fertilizer_rate_kg_ha': 15.0, 'mod_irrigation': 'rainfed', 'mod_soil_type': 'sandy loam (Psammentic Paleustalf)', 'mod_residue_management': 'removed', 'mod_rotation_cycle_years': 2.0}"
legume_rotation::ABationo_2000_Rotation_and_nitrogen_fertilizer_effects::6,legume_rotation,ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,pearl millet grain yield,kg/ha,1050.0,870.0,20.7,4.0,4.0,,,,,,,"Groundnut-millet rotation, 30 kg N/ha","Continuous millet, 30 kg N/ha",medium,figure,Figure 1 (estimated from figure),Data pooled over years 1989-1992. Estimated from Figure 1.,"{'mod_legume_species': 'groundnut', 'mod_subsequent_crop': 'pearl millet', 'mod_climate_zone': 'semi-arid', 'mod_country': 'Niger', 'mod_site': 'Sadore', 'mod_N_fertilizer_rate_kg_ha': 30.0, 'mod_irrigation': 'rainfed', 'mod_soil_type': 'sandy loam (Psammentic Paleustalf)', 'mod_residue_management': 'removed', 'mod_rotation_cycle_years': 2.0}"
legume_rotation::ABationo_2000_Rotation_and_nitrogen_fertilizer_effects::7,legume_rotation,ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,pearl millet grain yield,kg/ha,1100.0,950.0,15.8,4.0,4.0,,,,,,,"Groundnut-millet rotation, 45 kg N/ha","Continuous millet, 45 kg N/ha",medium,figure,Figure 1 (estimated from figure),Data pooled over years 1989-1992. Estimated from Figure 1.,"{'mod_legume_species': 'groundnut', 'mod_subsequent_crop': 'pearl millet', 'mod_climate_zone': 'semi-arid', 'mod_country': 'Niger', 'mod_site': 'Sadore', 'mod_N_fertilizer_rate_kg_ha': 45.0, 'mod_irrigation': 'rainfed', 'mod_soil_type': 'sandy loam (Psammentic Paleustalf)', 'mod_residue_management': 'removed', 'mod_rotation_cycle_years': 2.0}"
legume_rotation::ABationo_2000_Rotation_and_nitrogen_fertilizer_effects::8,legume_rotation,ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,pearl millet grain yield,kg/ha,935.0,500.0,87.0,4.0,4.0,,,,,,,"Cowpea-millet rotation, 0 kg N/ha","Continuous millet, 0 kg N/ha",medium,figure,Figure 1 (estimated from figure),Data pooled over years 1989-1992. Text confirms 87% increase at 0N at Tara. Control mean back-calculated from text percentage.,"{'mod_legume_species': 'cowpea', 'mod_subsequent_crop': 'pearl millet', 'mod_climate_zone': 'semi-arid', 'mod_country': 'Niger', 'mod_site': 'Tara', 'mod_N_fertilizer_rate_kg_ha': 0.0, 'mod_irrigation': 'rainfed', 'mod_soil_type': 'Haplic Acrisol (sandy)', 'mod_residue_management': 'removed', 'mod_rotation_cycle_years': 2.0}"
legume_rotation::ABationo_2000_Rotation_and_nitrogen_fertilizer_effects::12,legume_rotation,ABationo_2000_Rotation_and_nitrogen_fertilizer_effects,"Rotation and nitrogen fertilizer effects on pearl millet, cowpea and groundnut yield and soil chemical properties in a sandy soil in the semi-arid tropics, West Africa",A. Bationo and B. R. Ntare,2000,"Journal of Agricultural Science, Cambridge",,pearl millet grain yield,kg/ha,895.0,500.0,79.0,4.0,4.0,,,,,,,"Groundnut-millet rotation, 0 kg N/ha","Continuous millet, 0 kg N/ha",medium,figure,Figure 1 (estimated from figure),Data pooled over years 1989-1992. Text confirms 79% increase at 0N at Tara for groundnut-millet rotation.,"{'mod_legume_species': 'groundnut', 'mod_subsequent_crop': 'pearl millet', 'mod_climate_zone': 'semi-arid', 'mod_country': 'Niger', 'mod_site': 'Tara', 'mod_N_fertilizer_rate_kg_ha': 0.0, 'mod_irrigation': 'rainfed', 'mod_soil_type': 'Haplic Acrisol (sandy)', 'mod_residue_management': 'removed', 'mod_rotation_cycle_years': 2.0}"
