row_id,topic,paper_id,title,authors,year,journal,doi,outcome,outcome_unit,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,sd_treatment,sd_control,se_treatment,se_control,treatment_description,control_description,confidence,source_type,table_or_figure,notes,moderators
biochar_crop_yield::Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer::0,biochar_crop_yield,Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer,Biochar Amendment and Nitrogen Fertilizer Contribute to the Changes in Soil Properties and Microbial Communities in a Paddy Field,"Ali I, Yuan P, Ullah S, Iqbal A, Zhao Q, Liang H, Khan A, Imran, Zhang H, Wu X, Wei S, Gu M, Jiang L",2022,Frontiers in Microbiology,10.3389/fmicb.2022.834751,Rice grain yield,kg/ha,6300.0,5200.0,21.15,3.0,3.0,LSD,431.26,,,,,10 t/ha biochar + N135 kg/ha (T3),0 t/ha biochar + N135 kg/ha (T1),medium,figure,Figure 5 (estimated from figure),Value estimated from Figure 5 bar chart. T3 bar reads ~6300 kg/ha. LSD(0.05) = 431.26 for 2019. Letters differ (b vs c) indicating significant difference.,"{'mod_crop_species': 'Rice (Oryza sativa L. cv. Zhenguiai)', 'mod_biochar_feedstock': 'Cassava straw', 'mod_biochar_rate_t_ha': 10.0, 'mod_pyrolysis_temperature_C': '300-500', 'mod_soil_type': 'Ultisols', 'mod_soil_pH': 5.94, 'mod_climate_zone': 'Subtropical monsoon', 'mod_country': 'China (Nanning, Guangxi)', 'mod_experiment_type': 'Field', 'mod_study_duration': '2 years', 'mod_n_rate_kg_ha': 135.0, 'mod_co_amendment': 'Biochar + N fertilizer vs N fertilizer alone', 'mod_year_of_measurement': '2019'}"
biochar_crop_yield::Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer::1,biochar_crop_yield,Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer,Biochar Amendment and Nitrogen Fertilizer Contribute to the Changes in Soil Properties and Microbial Communities in a Paddy Field,"Ali I, Yuan P, Ullah S, Iqbal A, Zhao Q, Liang H, Khan A, Imran, Zhang H, Wu X, Wei S, Gu M, Jiang L",2022,Frontiers in Microbiology,10.3389/fmicb.2022.834751,Rice grain yield,kg/ha,6550.0,5200.0,25.96,3.0,3.0,LSD,431.26,,,,,20 t/ha biochar + N135 kg/ha (T4),0 t/ha biochar + N135 kg/ha (T1),medium,figure,Figure 5 (estimated from figure),Value estimated from Figure 5 bar chart. T4 bar reads ~6550 kg/ha.,"{'mod_crop_species': 'Rice (Oryza sativa L. cv. Zhenguiai)', 'mod_biochar_feedstock': 'Cassava straw', 'mod_biochar_rate_t_ha': 20.0, 'mod_pyrolysis_temperature_C': '300-500', 'mod_soil_type': 'Ultisols', 'mod_soil_pH': 5.94, 'mod_climate_zone': 'Subtropical monsoon', 'mod_country': 'China (Nanning, Guangxi)', 'mod_experiment_type': 'Field', 'mod_study_duration': '2 years', 'mod_n_rate_kg_ha': 135.0, 'mod_co_amendment': 'Biochar + N fertilizer vs N fertilizer alone', 'mod_year_of_measurement': '2019'}"
biochar_crop_yield::Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer::2,biochar_crop_yield,Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer,Biochar Amendment and Nitrogen Fertilizer Contribute to the Changes in Soil Properties and Microbial Communities in a Paddy Field,"Ali I, Yuan P, Ullah S, Iqbal A, Zhao Q, Liang H, Khan A, Imran, Zhang H, Wu X, Wei S, Gu M, Jiang L",2022,Frontiers in Microbiology,10.3389/fmicb.2022.834751,Rice grain yield,kg/ha,6848.0,5200.0,31.7,3.0,3.0,LSD,431.26,,,,,30 t/ha biochar + N135 kg/ha (T5),0 t/ha biochar + N135 kg/ha (T1),high,figure,Figure 5 (estimated from figure),"Text states T5 improved yield by 31.7% vs T1 in 2019. T1 estimated ~5200 from figure, T5 calculated as 5200*1.317=6848. LSD(0.05)=431.26.","{'mod_crop_species': 'Rice (Oryza sativa L. cv. Zhenguiai)', 'mod_biochar_feedstock': 'Cassava straw', 'mod_biochar_rate_t_ha': 30.0, 'mod_pyrolysis_temperature_C': '300-500', 'mod_soil_type': 'Ultisols', 'mod_soil_pH': 5.94, 'mod_climate_zone': 'Subtropical monsoon', 'mod_country': 'China (Nanning, Guangxi)', 'mod_experiment_type': 'Field', 'mod_study_duration': '2 years', 'mod_n_rate_kg_ha': 135.0, 'mod_co_amendment': 'Biochar + N fertilizer vs N fertilizer alone', 'mod_year_of_measurement': '2019'}"
biochar_crop_yield::Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer::3,biochar_crop_yield,Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer,Biochar Amendment and Nitrogen Fertilizer Contribute to the Changes in Soil Properties and Microbial Communities in a Paddy Field,"Ali I, Yuan P, Ullah S, Iqbal A, Zhao Q, Liang H, Khan A, Imran, Zhang H, Wu X, Wei S, Gu M, Jiang L",2022,Frontiers in Microbiology,10.3389/fmicb.2022.834751,Rice grain yield,kg/ha,6350.0,5750.0,10.43,3.0,3.0,LSD,431.26,,,,,10 t/ha biochar + N180 kg/ha (T6),0 t/ha biochar + N180 kg/ha (T2),medium,figure,Figure 5 (estimated from figure),"Both T6 and T2 estimated from Figure 5. T6 ~6350, T2 ~5750 kg/ha. Same letter group overlap possible.","{'mod_crop_species': 'Rice (Oryza sativa L. cv. Zhenguiai)', 'mod_biochar_feedstock': 'Cassava straw', 'mod_biochar_rate_t_ha': 10.0, 'mod_pyrolysis_temperature_C': '300-500', 'mod_soil_type': 'Ultisols', 'mod_soil_pH': 5.94, 'mod_climate_zone': 'Subtropical monsoon', 'mod_country': 'China (Nanning, Guangxi)', 'mod_experiment_type': 'Field', 'mod_study_duration': '2 years', 'mod_n_rate_kg_ha': 180.0, 'mod_co_amendment': 'Biochar + N fertilizer vs N fertilizer alone', 'mod_year_of_measurement': '2019'}"
biochar_crop_yield::Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer::4,biochar_crop_yield,Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer,Biochar Amendment and Nitrogen Fertilizer Contribute to the Changes in Soil Properties and Microbial Communities in a Paddy Field,"Ali I, Yuan P, Ullah S, Iqbal A, Zhao Q, Liang H, Khan A, Imran, Zhang H, Wu X, Wei S, Gu M, Jiang L",2022,Frontiers in Microbiology,10.3389/fmicb.2022.834751,Rice grain yield,kg/ha,6854.0,5200.0,31.8,3.0,3.0,LSD,431.26,,,,,20 t/ha biochar + N180 kg/ha (T7),0 t/ha biochar + N135 kg/ha (T1),medium,figure,Figure 5 (estimated from figure),"Text states T7 improved yield by 31.8% vs T1. T7=5200*1.318=6854. NOTE: comparison is vs T1 (N135 control) not T2 (N180 control) as stated in text. For proper biochar effect at same N level, T7 vs T2 is the correct comparison.","{'mod_crop_species': 'Rice (Oryza sativa L. cv. Zhenguiai)', 'mod_biochar_feedstock': 'Cassava straw', 'mod_biochar_rate_t_ha': 20.0, 'mod_pyrolysis_temperature_C': '300-500', 'mod_soil_type': 'Ultisols', 'mod_soil_pH': 5.94, 'mod_climate_zone': 'Subtropical monsoon', 'mod_country': 'China (Nanning, Guangxi)', 'mod_experiment_type': 'Field', 'mod_study_duration': '2 years', 'mod_n_rate_kg_ha': 180.0, 'mod_co_amendment': 'Biochar + N fertilizer vs N fertilizer alone', 'mod_year_of_measurement': '2019'}"
biochar_crop_yield::Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer::5,biochar_crop_yield,Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer,Biochar Amendment and Nitrogen Fertilizer Contribute to the Changes in Soil Properties and Microbial Communities in a Paddy Field,"Ali I, Yuan P, Ullah S, Iqbal A, Zhao Q, Liang H, Khan A, Imran, Zhang H, Wu X, Wei S, Gu M, Jiang L",2022,Frontiers in Microbiology,10.3389/fmicb.2022.834751,Rice grain yield,kg/ha,6850.0,5750.0,19.13,3.0,3.0,LSD,431.26,,,,,20 t/ha biochar + N180 kg/ha (T7),0 t/ha biochar + N180 kg/ha (T2),medium,figure,Figure 5 (estimated from figure),"Proper same-N comparison: T7 (20t B + N180) vs T2 (0t B + N180). T7 ~6850, T2 ~5750 from figure.","{'mod_crop_species': 'Rice (Oryza sativa L. cv. Zhenguiai)', 'mod_biochar_feedstock': 'Cassava straw', 'mod_biochar_rate_t_ha': 20.0, 'mod_pyrolysis_temperature_C': '300-500', 'mod_soil_type': 'Ultisols', 'mod_soil_pH': 5.94, 'mod_climate_zone': 'Subtropical monsoon', 'mod_country': 'China (Nanning, Guangxi)', 'mod_experiment_type': 'Field', 'mod_study_duration': '2 years', 'mod_n_rate_kg_ha': 180.0, 'mod_co_amendment': 'Biochar + N fertilizer vs N fertilizer alone', 'mod_year_of_measurement': '2019'}"
biochar_crop_yield::Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer::6,biochar_crop_yield,Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer,Biochar Amendment and Nitrogen Fertilizer Contribute to the Changes in Soil Properties and Microbial Communities in a Paddy Field,"Ali I, Yuan P, Ullah S, Iqbal A, Zhao Q, Liang H, Khan A, Imran, Zhang H, Wu X, Wei S, Gu M, Jiang L",2022,Frontiers in Microbiology,10.3389/fmicb.2022.834751,Rice grain yield,kg/ha,6885.0,5750.0,19.74,3.0,3.0,LSD,431.26,,,,,30 t/ha biochar + N180 kg/ha (T8),0 t/ha biochar + N180 kg/ha (T2),medium,figure,Figure 5 (estimated from figure),T8 (30t B + N180) vs T2 (0t B + N180). Text: T8 improved 32.4% vs T1; T8 vs T2 = ~19.7%. T8=5200*1.324=6885.,"{'mod_crop_species': 'Rice (Oryza sativa L. cv. Zhenguiai)', 'mod_biochar_feedstock': 'Cassava straw', 'mod_biochar_rate_t_ha': 30.0, 'mod_pyrolysis_temperature_C': '300-500', 'mod_soil_type': 'Ultisols', 'mod_soil_pH': 5.94, 'mod_climate_zone': 'Subtropical monsoon', 'mod_country': 'China (Nanning, Guangxi)', 'mod_experiment_type': 'Field', 'mod_study_duration': '2 years', 'mod_n_rate_kg_ha': 180.0, 'mod_co_amendment': 'Biochar + N fertilizer vs N fertilizer alone', 'mod_year_of_measurement': '2019'}"
biochar_crop_yield::Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer::7,biochar_crop_yield,Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer,Biochar Amendment and Nitrogen Fertilizer Contribute to the Changes in Soil Properties and Microbial Communities in a Paddy Field,"Ali I, Yuan P, Ullah S, Iqbal A, Zhao Q, Liang H, Khan A, Imran, Zhang H, Wu X, Wei S, Gu M, Jiang L",2022,Frontiers in Microbiology,10.3389/fmicb.2022.834751,Rice grain yield,kg/ha,7000.0,6000.0,16.67,3.0,3.0,LSD,465.33,,,,,10 t/ha biochar + N135 kg/ha (T3),0 t/ha biochar + N135 kg/ha (T1),medium,figure,Figure 5 (estimated from figure),"Values estimated from Figure 5 for 2020. T3 ~7000, T1 ~6000. LSD(0.05) = 465.33 for 2020.","{'mod_crop_species': 'Rice (Oryza sativa L. cv. Zhenguiai)', 'mod_biochar_feedstock': 'Cassava straw', 'mod_biochar_rate_t_ha': 10.0, 'mod_pyrolysis_temperature_C': '300-500', 'mod_soil_type': 'Ultisols', 'mod_soil_pH': 5.94, 'mod_climate_zone': 'Subtropical monsoon', 'mod_country': 'China (Nanning, Guangxi)', 'mod_experiment_type': 'Field', 'mod_study_duration': '2 years', 'mod_n_rate_kg_ha': 135.0, 'mod_co_amendment': 'Biochar + N fertilizer vs N fertilizer alone', 'mod_year_of_measurement': '2020'}"
biochar_crop_yield::Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer::8,biochar_crop_yield,Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer,Biochar Amendment and Nitrogen Fertilizer Contribute to the Changes in Soil Properties and Microbial Communities in a Paddy Field,"Ali I, Yuan P, Ullah S, Iqbal A, Zhao Q, Liang H, Khan A, Imran, Zhang H, Wu X, Wei S, Gu M, Jiang L",2022,Frontiers in Microbiology,10.3389/fmicb.2022.834751,Rice grain yield,kg/ha,7200.0,6000.0,20.0,3.0,3.0,LSD,465.33,,,,,20 t/ha biochar + N135 kg/ha (T4),0 t/ha biochar + N135 kg/ha (T1),medium,figure,Figure 5 (estimated from figure),T4 estimated ~7200 from Figure 5 for 2020.,"{'mod_crop_species': 'Rice (Oryza sativa L. cv. Zhenguiai)', 'mod_biochar_feedstock': 'Cassava straw', 'mod_biochar_rate_t_ha': 20.0, 'mod_pyrolysis_temperature_C': '300-500', 'mod_soil_type': 'Ultisols', 'mod_soil_pH': 5.94, 'mod_climate_zone': 'Subtropical monsoon', 'mod_country': 'China (Nanning, Guangxi)', 'mod_experiment_type': 'Field', 'mod_study_duration': '2 years', 'mod_n_rate_kg_ha': 135.0, 'mod_co_amendment': 'Biochar + N fertilizer vs N fertilizer alone', 'mod_year_of_measurement': '2020'}"
biochar_crop_yield::Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer::9,biochar_crop_yield,Ali_2022_Biochar_Amendment_and_Nitrogen_Fertilizer,Biochar Amendment and Nitrogen Fertilizer Contribute to the Changes in Soil Properties and Microbial Communities in a Paddy Field,"Ali I, Yuan P, Ullah S, Iqbal A, Zhao Q, Liang H, Khan A, Imran, Zhang H, Wu X, Wei S, Gu M, Jiang L",2022,Frontiers in Microbiology,10.3389/fmicb.2022.834751,Rice grain yield,kg/ha,7656.0,6000.0,27.6,3.0,3.0,LSD,465.33,,,,,30 t/ha biochar + N135 kg/ha (T5),0 t/ha biochar + N135 kg/ha (T1),high,figure,Figure 5 (estimated from figure),"Text states T5 improved yield by 27.6% vs T1 in 2020. T1~6000, T5=6000*1.276=7656. LSD(0.05)=465.33.","{'mod_crop_species': 'Rice (Oryza sativa L. cv. Zhenguiai)', 'mod_biochar_feedstock': 'Cassava straw', 'mod_biochar_rate_t_ha': 30.0, 'mod_pyrolysis_temperature_C': '300-500', 'mod_soil_type': 'Ultisols', 'mod_soil_pH': 5.94, 'mod_climate_zone': 'Subtropical monsoon', 'mod_country': 'China (Nanning, Guangxi)', 'mod_experiment_type': 'Field', 'mod_study_duration': '2 years', 'mod_n_rate_kg_ha': 135.0, 'mod_co_amendment': 'Biochar + N fertilizer vs N fertilizer alone', 'mod_year_of_measurement': '2020'}"
