row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
gt__liu_2014__r0,gt,liu_2014,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,41.1,32.0,,0,"hui_gt study_id=16 obs_id=108 country=China n=4.0 | pub=Liu, D.Y., Pang, L.L., Zhang, W., Li, Z.X., Wang, X.Z., Yu, F.T. Zou, C.Q., 2014. Effects of different zinc fertilizatio",gt-rekey-publication
gt__liu_2014__r1,gt,liu_2014,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,47.3,32.0,,0,"hui_gt study_id=16 obs_id=109 country=China n=4.0 | pub=Liu, D.Y., Pang, L.L., Zhang, W., Li, Z.X., Wang, X.Z., Yu, F.T. Zou, C.Q., 2014. Effects of different zinc fertilizatio",gt-rekey-publication
gt__liu_2014__r2,gt,liu_2014,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,28.9,28.1,,0,"hui_gt study_id=16 obs_id=110 country=China n=4.0 | pub=Liu, D.Y., Pang, L.L., Zhang, W., Li, Z.X., Wang, X.Z., Yu, F.T. Zou, C.Q., 2014. Effects of different zinc fertilizatio",gt-rekey-publication
gt__liu_2014__r3,gt,liu_2014,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,29.4,28.1,,0,"hui_gt study_id=16 obs_id=111 country=China n=4.0 | pub=Liu, D.Y., Pang, L.L., Zhang, W., Li, Z.X., Wang, X.Z., Yu, F.T. Zou, C.Q., 2014. Effects of different zinc fertilizatio",gt-rekey-publication
gt__liu_2014__r4,gt,liu_2014,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,53.2,32.0,,0,"hui_gt study_id=1 obs_id=1 country=China n=4.0 | pub=Liu, D.Y., Pang, L.L., Zhang, W., Li, Z.X., Wang, X.Z., Yu, F.T. Zou, C.Q., 2014. Effects of different zinc fertilizatio",gt-rekey-publication
gt__liu_2014__r5,gt,liu_2014,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,42.1,28.1,,0,"hui_gt study_id=1 obs_id=2 country=China n=4.0 | pub=Liu, D.Y., Pang, L.L., Zhang, W., Li, Z.X., Wang, X.Z., Yu, F.T. Zou, C.Q., 2014. Effects of different zinc fertilizatio",gt-rekey-publication
gt__liu_2014__r6,gt,liu_2014,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,50.2,32.0,,0,"hui_gt study_id=2 obs_id=3 country=China n=4.0 | pub=Liu, D.Y., Pang, L.L., Zhang, W., Li, Z.X., Wang, X.Z., Yu, F.T. Zou, C.Q., 2014. Effects of different zinc fertilizatio",gt-rekey-publication
gt__liu_2014__r7,gt,liu_2014,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,45.1,32.0,,0,"hui_gt study_id=2 obs_id=4 country=China n=4.0 | pub=Liu, D.Y., Pang, L.L., Zhang, W., Li, Z.X., Wang, X.Z., Yu, F.T. Zou, C.Q., 2014. Effects of different zinc fertilizatio",gt-rekey-publication
gt__liu_2014__r8,gt,liu_2014,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,43.5,28.1,,0,"hui_gt study_id=2 obs_id=5 country=China n=4.0 | pub=Liu, D.Y., Pang, L.L., Zhang, W., Li, Z.X., Wang, X.Z., Yu, F.T. Zou, C.Q., 2014. Effects of different zinc fertilizatio",gt-rekey-publication
gt__liu_2014__r9,gt,liu_2014,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,44.9,28.1,,0,"hui_gt study_id=2 obs_id=6 country=China n=4.0 | pub=Liu, D.Y., Pang, L.L., Zhang, W., Li, Z.X., Wang, X.Z., Yu, F.T. Zou, C.Q., 2014. Effects of different zinc fertilizatio",gt-rekey-publication
